location,size,total_sqft,bath,balcony,price,BHK,price_per_sqft
Hosakerehalli,2 BHK,925.0,2.0,1.0,46.5,2,50270.27027027027
8th Phase JP Nagar,2 BHK,909.0,2.0,1.0,40.9,2,44994.499449945
Brookefield,2 BHK,1100.0,2.0,1.0,55.0,2,50000.0
Vidyaranyapura,2 BHK,1100.0,2.0,1.0,54.0,2,49090.90909090909
Subramanyapura,2 BHK,975.0,2.0,1.0,65.0,2,66666.66666666667
Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,2.0,44.17,2,33820.8269525268
Roopena Agrahara,4 Bedroom,1200.0,4.0,1.0,95.0,4,79166.66666666667
Yelahanka,3 BHK,1484.0,2.0,2.0,56.4,3,38005.39083557952
Ramamurthy Nagar,2 BHK,1125.0,2.0,1.0,47.0,2,41777.77777777778
Bhoganhalli,2 BHK,1447.0,2.0,1.0,75.97,2,52501.72771250864
Stage-4 Bommanahalli,2 BHK,1250.0,2.0,1.0,58.0,2,46400.0
Horamavu Banaswadi,2 BHK,1272.0,2.0,2.0,51.5,2,40487.4213836478
1st Phase JP Nagar,1 BHK,840.0,2.0,2.0,50.0,1,59523.80952380953
Gunjur Palya,2 BHK,900.0,2.0,1.0,27.0,2,30000.0
Sarjapur  Road,2 BHK,1115.0,2.0,2.0,50.0,2,44843.04932735426
HOSUR MAIN ROAD,2 BHK,1464.0,2.0,2.0,56.0,2,38251.366120218576
Marathahalli,3 BHK,1600.0,3.0,3.0,58.0,3,36250.0
Chikkalasandra,3 BHK,1365.0,2.0,2.0,49.0,3,35897.4358974359
"Judicial Layout, Kanakapura Road,",3 BHK,1300.0,3.0,2.0,64.0,3,49230.769230769234
Kurubarahalli,1 Bedroom,1200.0,1.0,0.0,69.0,1,57500.0
Hormavu,2 BHK,1260.0,2.0,2.0,35.0,2,27777.777777777777
Electronics City Phase 1,2 BHK,1190.0,2.0,2.0,33.92,2,28504.201680672268
Vishwapriya Layout,3 BHK,1250.0,3.0,2.0,38.0,3,30400.0
Kaggadasapura,3 BHK,1500.0,3.0,0.0,75.0,3,50000.0
Banashankari Stage V,3 BHK,1510.0,3.0,3.0,47.57,3,31503.311258278147
7th Phase JP Nagar,2 BHK,1187.0,2.0,1.0,59.0,2,49705.13900589722
Kundalahalli,2 BHK,1120.0,2.0,1.0,53.76,2,48000.0
Whitefield,2 BHK,1115.0,2.0,0.0,34.555,2,30991.03139013453
Dodsworth Layout,3 BHK,1717.0,3.0,3.0,99.0,3,57658.7070471753
Kasturi Nagar,2 BHK,1100.0,2.0,2.0,58.0,2,52727.27272727273
Hegganahalli,1 Bedroom,1200.0,1.0,0.0,48.0,1,40000.0
Bannerghatta Road,3 BHK,1465.0,2.0,1.0,45.87,3,31310.58020477816
Kothanur,1 Bedroom,1500.0,1.0,0.0,75.0,1,50000.0
Haralur Road,3 BHK,1255.0,2.0,1.0,90.0,3,71713.14741035856
5th Phase JP Nagar,2 BHK,1220.0,2.0,3.0,88.0,2,72131.14754098361
Electronic City Phase II,2 BHK,1065.0,2.0,1.0,30.88,2,28995.30516431925
Sultan Palaya,3 BHK,1765.0,3.0,3.0,80.0,3,45325.7790368272
Bellandur,2 BHK,1281.0,2.0,2.0,87.0,2,67915.69086651054
Kaggadasapura,2 BHK,1215.0,2.0,3.0,43.0,2,35390.94650205761
Ananth Nagar,4 Bedroom,1200.0,3.0,1.0,87.0,4,72500.0
Mysore Road,2 BHK,1237.0,2.0,2.0,73.0,2,59013.74292643493
Lakshminarayana Pura,2 BHK,1300.0,2.0,1.0,70.0,2,53846.15384615384
Whitefield,2 BHK,1105.0,2.0,2.0,39.99,2,36190.04524886878
Chandapura,3 BHK,1505.0,2.0,2.0,42.0,3,27906.97674418605
Banashankari,2 BHK,1186.0,2.0,3.0,65.0,2,54806.07082630692
Varthur,2 BHK,1083.0,2.0,2.0,28.0,2,25854.10895660203
Nagaraja Garden,3 BHK,1430.0,2.0,1.0,78.65,3,55000.0
Thanisandra,2 BHK,1056.0,2.0,2.0,68.0,2,64393.93939393939
Banashankari,3 BHK,1650.0,3.0,2.0,101.0,3,61212.121212121216
Electronic City Phase II,3 BHK,1220.0,3.0,1.0,36.6,3,30000.0
Rayasandra,2 BHK,1198.0,2.0,1.0,54.0,2,45075.12520868114
Ejipura,2 BHK,1190.0,2.0,1.0,70.0,2,58823.52941176471
"Judicial Layout, Kanakapura Road,",2 BHK,900.0,2.0,1.0,41.0,2,45555.55555555556
Kanakapura,2 BHK,1340.0,2.0,2.0,65.0,2,48507.46268656717
Yelahanka,2 BHK,1260.0,2.0,2.0,59.2,2,46984.12698412698
JP Nagar,2 BHK,820.0,2.0,1.0,45.0,2,54878.04878048781
Electronic City,2 BHK,1296.0,2.0,2.0,65.0,2,50154.32098765432
Uttarahalli,2 BHK,1190.0,2.0,1.0,53.55,2,45000.0
Whitefield,2 BHK,1173.0,2.0,1.0,77.0,2,65643.64876385337
Sarjapura - Attibele Road,3 Bedroom,1800.0,3.0,2.0,90.0,3,50000.0
Yelahanka,2 BHK,1102.0,2.0,0.0,52.0,2,47186.93284936479
Sarjapur,2 BHK,913.0,2.0,1.0,36.0,2,39430.44906900328
Hormavu,3 BHK,1176.0,2.0,1.0,35.27,3,29991.496598639456
Yelahanka,2 BHK,1519.0,2.0,3.0,65.0,2,42791.31007241606
Hosur Road,2 BHK,1345.0,2.0,2.0,106.0,2,78810.40892193309
Dodsworth Layout,3 BHK,1594.0,3.0,2.0,99.0,3,62107.90464240904
Kaverappa Layout,2 BHK,1250.0,2.0,1.0,68.0,2,54400.0
Haralur Road,2 BHK,1056.0,2.0,1.0,60.0,2,56818.181818181816
Whitefield,3 Bedroom,1200.0,3.0,1.0,68.4,3,57000.0
Kothnur Narayanapura,2 Bedroom,1290.0,1.0,0.0,77.5,2,60077.51937984496
Amruthnagar,2 BHK,1150.0,2.0,1.0,48.0,2,41739.13043478261
Anekal,4 Bedroom,1200.0,2.0,1.0,36.0,4,30000.0
Gollarapalya Hosahalli,2 BHK,861.0,2.0,0.0,36.5,2,42392.56678281068
Kundalahalli,2 BHK,1047.0,2.0,1.0,82.62,2,78911.17478510029
Lakshmipura,2 Bedroom,1200.0,2.0,0.0,75.0,2,62500.0
Hongasandra,2 BHK,1065.0,2.0,1.0,45.0,2,42253.52112676056
Ramamurthy Nagar,2 BHK,1000.0,2.0,1.0,62.0,2,62000.0
Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,113.0,3,67181.9262782402
Harlur,3 BHK,1756.0,3.0,2.0,131.0,3,74601.36674259682
Vittasandra,2 BHK,1238.0,2.0,1.0,67.32,2,54378.02907915993
Dasanapura,2 BHK,814.0,2.0,1.0,42.0,2,51597.0515970516
Dodda Nekkundi,2 BHK,1145.0,2.0,1.0,46.5,2,40611.35371179039
Varthur,2 BHK,965.0,2.0,1.0,34.0,2,35233.16062176166
Banashankari,3 BHK,1300.0,2.0,2.0,55.0,3,42307.69230769231
1st Phase JP Nagar,3 BHK,1590.0,3.0,3.0,131.0,3,82389.93710691824
Whitefield,2 BHK,982.0,2.0,1.0,37.0,2,37678.20773930754
Indira Nagar,2 BHK,1260.0,2.0,2.0,100.0,2,79365.07936507936
Rayasandra,3 BHK,1555.0,3.0,2.0,75.17,3,48340.836012861735
Kaggadasapura,2 BHK,1225.0,2.0,2.0,48.0,2,39183.67346938775
Electronics City Phase 1,2 BHK,1085.0,2.0,1.0,46.0,2,42396.3133640553
Thanisandra,3 BHK,1595.0,3.0,1.0,110.0,3,68965.5172413793
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,40.44,2,33812.70903010033
Yelahanka,3 BHK,1859.0,3.0,1.0,108.0,3,58095.75040344271
9th Phase JP Nagar,2 BHK,1079.0,2.0,1.0,60.0,2,55607.04355885079
Whitefield,2 BHK,1118.0,2.0,1.0,42.0,2,37567.08407871199
CV Raman Nagar,2 BHK,1198.0,2.0,2.0,60.0,2,50083.47245409015
Thigalarapalya,3 BHK,1830.0,4.0,2.0,135.0,3,73770.4918032787
Banashankari Stage VI,2 BHK,1160.0,2.0,1.0,59.0,2,50862.06896551724
Kannamangala,2 BHK,957.0,2.0,0.0,52.5,2,54858.934169279
Bannerghatta Road,2 BHK,1268.0,2.0,1.0,69.0,2,54416.40378548896
Bannerghatta Road,3 BHK,1450.0,2.0,2.0,87.0,3,60000.0
Manorayana Palya,3 BHK,1600.0,2.0,2.0,75.0,3,46875.0
Uttarahalli,3 BHK,1330.0,2.0,1.0,57.0,3,42857.142857142855
Jakkur,3 BHK,1355.0,2.0,2.0,65.0,3,47970.47970479705
Horamavu Banaswadi,2 BHK,1272.0,2.0,2.0,51.5,2,40487.4213836478
Abbaiah Reddy Layout,2 BHK,1100.0,2.0,1.0,38.49,2,34990.90909090909
Sarjapur  Road,3 BHK,1220.0,3.0,2.0,58.0,3,47540.983606557376
Chikkalasandra,2 BHK,1075.0,2.0,1.0,46.76,2,43497.67441860465
Lingarajapuram,2 BHK,800.0,2.0,1.0,55.0,2,68750.0
Vasanthapura,2 BHK,995.0,2.0,1.0,34.82,2,34994.97487437186
Vasantha Vallabha Nagar,2 BHK,900.0,1.0,1.0,44.0,2,48888.88888888889
Haralur Road,2 BHK,1140.0,2.0,1.0,42.0,2,36842.10526315789
Padmanabhanagar,3 BHK,1710.0,2.0,2.0,90.63,3,53000.0
Sarjapur  Road,3 BHK,1660.0,2.0,2.0,116.0,3,69879.51807228915
Electronic City Phase II,3 BHK,1549.0,3.0,2.0,80.0,3,51646.22336991607
Balagere,2 BHK,1012.0,2.0,1.0,64.0,2,63241.10671936759
Marathahalli,3 BHK,1469.0,3.0,1.0,89.0,3,60585.4322668482
Whitefield,2 BHK,1216.0,2.0,1.0,69.0,2,56743.42105263158
Electronic City Phase II,2 BHK,1065.0,2.0,1.0,56.13,2,52704.22535211268
Thanisandra,3 BHK,1411.0,3.0,1.0,93.15,3,66017.00921332388
Pai Layout,2 BHK,1400.0,2.0,2.0,57.5,2,41071.42857142857
Haralur Road,2 BHK,1245.0,2.0,3.0,62.0,2,49799.1967871486
Choodasandra,2 BHK,1115.0,2.0,1.0,50.0,2,44843.04932735426
Vidyaranyapura,2 BHK,1000.0,2.0,1.0,35.0,2,35000.0
Panathur,3 BHK,1580.0,3.0,0.0,71.89,3,45500.0
Subramanyapura,3 BHK,1800.0,3.0,2.0,90.0,3,50000.0
Kothannur,3 BHK,1275.0,3.0,2.0,44.0,3,34509.80392156863
Kasavanhalli,3 BHK,1494.0,3.0,2.0,82.0,3,54886.211512717535
BTM Layout,2 BHK,1020.0,2.0,1.0,46.5,2,45588.23529411765
Mysore Road,2 BHK,883.0,2.0,1.0,45.0,2,50962.627406568514
Yeshwanthpur,2 BHK,1240.0,2.0,2.0,80.0,2,64516.12903225807
6th Phase JP Nagar,2 BHK,1213.0,2.0,1.0,63.0,2,51937.34542456719
Hegde Nagar,3 BHK,1835.0,3.0,3.0,88.0,3,47956.40326975477
Gottigere,2 BHK,945.0,2.0,0.0,45.0,2,47619.04761904762
Sathya Layout,3 BHK,1504.0,2.0,2.0,100.0,3,66489.36170212766
Harlur,3 BHK,1755.0,3.0,2.0,130.0,3,74074.07407407407
Hoodi,2 BHK,1240.0,2.0,3.0,43.94,2,35435.48387096774
Electronics City Phase 1,3 BHK,1450.0,3.0,2.0,72.54,3,50027.58620689655
5th Phase JP Nagar,2 BHK,1000.0,2.0,0.0,48.0,2,48000.0
Choodasandra,2 BHK,1215.0,2.0,2.0,59.0,2,48559.670781893
Yelachenahalli,3 BHK,1330.0,3.0,3.0,73.5,3,55263.15789473684
Raja Rajeshwari Nagar,2 BHK,1178.0,2.0,1.0,75.0,2,63667.23259762309
Parappana Agrahara,2 BHK,1194.0,2.0,2.0,46.0,2,38525.96314907873
Sarjapur  Road,3 BHK,1700.0,3.0,3.0,108.0,3,63529.41176470588
Jigani,3 BHK,1200.0,3.0,2.0,65.0,3,54166.66666666666
Veer Sandra,3 Bedroom,1500.0,3.0,0.0,72.0,3,48000.0
Kanakpura Road,3 BHK,1737.0,3.0,3.0,85.0,3,48934.9453080023
TC Palaya,2 Bedroom,900.0,2.0,0.0,55.0,2,61111.11111111111
Chennappa Layout,3 BHK,1280.0,2.0,1.0,48.0,3,37500.0
CV Raman Nagar,2 BHK,1560.0,2.0,2.0,85.0,2,54487.179487179485
Kambipura,2 BHK,883.0,2.0,1.0,44.0,2,49830.12457531144
Bhuvaneshwari Nagar,2 BHK,900.0,2.0,1.0,45.0,2,50000.0
Hormavu,2 BHK,1030.0,2.0,1.0,49.35,2,47912.6213592233
Hennur Road,3 BHK,1831.0,3.0,1.0,110.0,3,60076.46095030038
Raja Rajeshwari Nagar 5th Stage,2 BHK,1095.0,2.0,1.0,38.33,2,35004.56621004566
Electronic City Phase II,3 BHK,1320.0,2.0,1.0,38.13,3,28886.36363636364
Sarjapur  Road,3 BHK,1272.5,2.0,0.0,40.72,3,32000.0
7th Phase JP Nagar,2 BHK,1000.0,2.0,1.0,61.0,2,61000.0
Budigere,3 BHK,1820.0,3.0,2.0,85.4,3,46923.07692307692
Bisuvanahalli,3 BHK,1075.0,2.0,1.0,41.0,3,38139.53488372093
TC Palaya,3 Bedroom,1500.0,3.0,0.0,83.0,3,55333.333333333336
Kadugodi,1 BHK,925.0,1.0,0.0,40.7,1,44000.0
Electronic City,2 BHK,1140.0,2.0,1.0,70.93,2,62219.29824561404
Chennammana Kere,2 BHK,1145.0,2.0,2.0,58.4,2,51004.36681222708
RMV Extension Stage 2,3 BHK,1862.0,3.0,3.0,120.0,3,64446.8313641246
Devarachikkanahalli,2 BHK,947.0,2.0,2.0,43.0,2,45406.5469904963
Langford Town,4 BHK,1285.9964027518652,4.0,2.0,211.0,4,49976.21764110642
Kalena Agrahara,2 BHK,1120.0,2.0,2.0,40.0,2,35714.28571428572
Kaggadasapura,3 BHK,1805.0,2.0,2.0,75.0,3,41551.24653739613
"Whietfield,",3 BHK,1677.0,3.0,2.0,98.0,3,58437.68634466309
Uttarahalli,3 BHK,1560.0,3.0,3.0,74.0,3,47435.89743589744
Koramangala,3 BHK,1716.0,2.0,0.0,115.0,3,67016.31701631701
Harlur,3 BHK,1864.0,3.0,1.0,140.0,3,75107.29613733906
Chandapura,2 BHK,937.0,2.0,1.0,30.0,2,32017.075773746
Hennur Gardens,3 BHK,1490.0,2.0,1.0,115.0,3,77181.20805369127
Whitefield,2 BHK,1100.0,2.0,1.0,37.0,2,33636.36363636364
Thigalarapalya,2 BHK,1000.0,2.0,2.0,48.53,2,48530.0
Horamavu Agara,2 BHK,1060.0,2.0,1.0,37.0,2,34905.660377358494
Basaveshwara Nagar,2 BHK,1200.0,2.0,2.0,80.0,2,66666.66666666667
Akshaya Nagar,3 BHK,1420.0,2.0,2.0,75.0,3,52816.90140845071
Tejaswini Nagar,3 BHK,1550.0,3.0,1.0,59.0,3,38064.51612903226
Kasavanhalli,3 BHK,1555.0,3.0,3.0,82.0,3,52733.11897106109
Seegehalli,3 BHK,1553.0,3.0,3.0,68.0,3,43786.2202189311
Electronic City Phase II,2 BHK,920.0,2.0,2.0,26.0,2,28260.869565217392
Jeevan bima nagar,3 BHK,1740.0,3.0,3.0,120.0,3,68965.5172413793
OMBR Layout,3 BHK,1855.0,3.0,2.0,145.0,3,78167.11590296496
B Narayanapura,2 BHK,1020.0,2.0,2.0,60.0,2,58823.52941176471
Uttarahalli,3 BHK,1250.0,2.0,1.0,50.0,3,40000.0
Sanjay nagar,3 BHK,1450.0,3.0,2.0,75.0,3,51724.137931034486
Thubarahalli,2 BHK,1200.0,2.0,2.0,80.0,2,66666.66666666667
Haralur Road,2 BHK,1140.0,2.0,2.0,58.0,2,50877.19298245614
Bannerghatta Road,3 BHK,1450.0,3.0,1.0,44.0,3,30344.82758620689
Whitefield,3 Bedroom,1200.0,3.0,1.0,56.0,3,46666.66666666666
Yelahanka,2 BHK,1050.0,2.0,1.0,45.0,2,42857.142857142855
Somasundara Palya,3 BHK,1600.0,3.0,3.0,69.0,3,43125.0
Bannerghatta Road,3 BHK,1625.0,2.0,3.0,75.0,3,46153.84615384616
Volagerekallahalli,2 BHK,1492.0,2.0,2.0,65.0,2,43565.6836461126
Sarjapur  Road,3 BHK,1489.0,2.0,3.0,82.0,3,55070.51712558764
Kanakapura,3 BHK,1560.0,2.0,2.0,62.38,3,39987.179487179485
Haralur Road,2 BHK,1140.0,2.0,2.0,42.0,2,36842.10526315789
Lavakusha Nagar,3 BHK,1431.0,3.0,2.0,65.0,3,45422.78127183788
Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,114.0,3,67776.45659928657
Panathur,2 BHK,1198.0,2.0,1.0,86.26,2,72003.33889816361
Sarjapur  Road,3 BHK,1550.0,2.0,2.0,69.75,3,45000.0
Kodichikkanahalli,2 BHK,1026.0,2.0,1.0,45.0,2,43859.649122807015
Hennur,3 BHK,1260.0,2.0,2.0,52.0,3,41269.84126984127
Sarakki Nagar,4 Bedroom,1200.0,4.0,1.0,85.0,4,70833.33333333333
Thubarahalli,2 BHK,1200.0,2.0,2.0,79.55,2,66291.66666666667
Sarjapur  Road,3 BHK,1186.0,2.0,2.0,40.0,3,33726.81281618887
Thanisandra,2 BHK,1039.0,2.0,2.0,39.5,2,38017.32435033687
Brookefield,2 BHK,1225.0,2.0,2.0,66.5,2,54285.71428571428
Bommanahalli,2 BHK,1350.0,2.0,2.0,72.0,2,53333.333333333336
Whitefield,3 BHK,1550.0,2.0,2.0,49.6,3,32000.0
Hoodi,3 BHK,1490.0,3.0,2.0,79.0,3,53020.13422818792
Brindavan Nagar,3 BHK,1520.0,3.0,2.0,111.0,3,73026.31578947368
Dena Bank Colony,3 BHK,1391.0,2.0,3.0,64.5,3,46369.51833213516
Rachenahalli,2 BHK,1200.0,2.0,2.0,50.0,2,41666.66666666666
Kadabagere,4 Bedroom,1200.0,4.0,2.0,86.0,4,71666.66666666667
Yelahanka,2 BHK,1322.0,2.0,2.0,80.0,2,60514.372163388805
Sarjapur  Road,2 BHK,1200.0,2.0,2.0,75.0,2,62500.0
Thubarahalli,2 BHK,1200.0,2.0,2.0,47.0,2,39166.66666666666
Mysore Road,2 BHK,1170.0,2.0,2.0,65.0,2,55555.55555555556
NRI Layout,2 BHK,1125.0,2.0,2.0,45.56,2,40497.77777777778
Seetharampalya,2 BHK,1250.0,2.0,2.0,90.0,2,72000.0
Chandapura,2 BHK,1025.0,2.0,2.0,27.68,2,27004.878048780487
Yelahanka,3 BHK,1075.0,2.0,2.0,36.0,3,33488.37209302326
Whitefield,3 BHK,1435.0,3.0,2.0,45.0,3,31358.8850174216
Electronics City Phase 1,2 BHK,1175.0,2.0,2.0,64.98,2,55302.12765957447
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,56.0,3,38251.366120218576
Doddabidrakallu,2 BHK,900.0,2.0,1.0,33.0,2,36666.66666666666
Thanisandra,2 BHK,1220.0,2.0,2.0,42.0,2,34426.229508196724
Bannerghatta Road,2 BHK,960.0,2.0,3.0,58.0,2,60416.66666666666
NGR Layout,1 BHK,907.0,1.0,1.0,38.0,1,41896.36163175303
Old Madras Road,2 BHK,1210.0,2.0,1.0,74.0,2,61157.02479338843
Jnana Ganga Nagar,2 BHK,1230.0,2.0,2.0,70.0,2,56910.56910569106
5th Phase JP Nagar,3 BHK,1350.0,2.0,1.0,75.0,3,55555.55555555556
Kenchenahalli,2 BHK,1150.0,2.0,2.0,58.0,2,50434.782608695656
Sarjapur,3 BHK,1404.0,2.0,0.0,53.35,3,37998.5754985755
OMBR Layout,2 BHK,1050.0,2.0,3.0,48.0,2,45714.28571428572
Yelahanka,2 BHK,1285.0,2.0,2.0,56.0,2,43579.76653696498
Hormavu,2 BHK,1018.0,2.0,1.0,50.8,2,49901.76817288801
Hoskote,3 Bedroom,1200.0,3.0,2.0,57.0,3,47500.0
Sarjapur  Road,2 BHK,1115.0,2.0,2.0,50.0,2,44843.04932735426
Ejipura,3 BHK,1600.0,3.0,3.0,95.0,3,59375.0
9th Phase JP Nagar,2 BHK,1480.0,2.0,1.0,80.0,2,54054.05405405405
Akshaya Nagar,3 BHK,1435.0,3.0,3.0,53.0,3,36933.79790940767
CV Raman Nagar,3 BHK,1590.0,2.0,3.0,85.0,3,53459.11949685535
Nagavara,2 BHK,936.0,2.0,0.0,40.2,2,42948.717948717946
Banashankari,2 BHK,1181.0,2.0,1.0,75.0,2,63505.50381033023
Kengeri,3 BHK,1741.0,3.0,2.0,80.0,3,45950.60310166571
JP Nagar,3 BHK,1750.0,3.0,1.0,123.0,3,70285.71428571429
Varthur Road,2 BHK,1050.0,2.0,2.0,42.7,2,40666.66666666666
Tumkur Road,2 BHK,1027.0,2.0,1.0,60.0,2,58422.59006815969
Sector 2 HSR Layout,3 BHK,1600.0,3.0,2.0,70.0,3,43750.0
Sahakara Nagar,2 BHK,1000.0,2.0,1.0,60.0,2,60000.0
Varthur,2 BHK,1120.0,2.0,2.0,44.24,2,39500.0
Jinkethimmanahalli,2 Bedroom,1200.0,2.0,0.0,85.0,2,70833.33333333333
Kothnoor Dinne,2 BHK,1200.0,2.0,2.0,35.0,2,29166.666666666668
Kasturi Nagar,3 BHK,1570.0,3.0,2.0,110.0,3,70063.69426751592
Electronic City Phase II,2 BHK,1140.0,2.0,1.0,33.84,2,29684.21052631579
Banashankari,2 BHK,1105.0,2.0,2.0,90.0,2,81447.96380090498
Electronic City,2 BHK,1200.0,2.0,1.0,34.65,2,28875.0
Whitefield,1 BHK,905.0,1.0,1.0,62.0,1,68508.28729281768
Kudlu Gate,2 BHK,1185.0,2.0,1.0,50.0,2,42194.09282700422
Rayasandra,3 BHK,1458.0,3.0,2.0,60.0,3,41152.2633744856
Hormavu,3 BHK,1555.0,3.0,2.0,75.0,3,48231.51125401929
Devi Nagar,2 BHK,1200.0,2.0,2.0,45.0,2,37500.0
Sarjapur  Road,2 BHK,1308.0,2.0,1.0,58.86,2,45000.0
Kudlu,2 BHK,1024.0,2.0,2.0,44.0,2,42968.75
Parappana Agrahara,2 BHK,1194.0,2.0,2.0,47.0,2,39363.48408710218
Kanakapura,3 BHK,1450.0,3.0,1.0,75.0,3,51724.137931034486
Seegehalli,3 BHK,1639.0,3.0,3.0,120.0,3,73215.37522879805
Whitefield,3 BHK,1870.0,3.0,2.0,138.0,3,73796.79144385026
Hennur Road,2 BHK,1232.0,2.0,1.0,87.0,2,70616.88311688312
Chandapura,2 BHK,975.0,2.0,1.0,24.86,2,25497.4358974359
Jakkur,2 BHK,1230.0,2.0,1.0,79.0,2,64227.64227642276
KR Puram,2 BHK,1076.0,2.0,2.0,67.0,2,62267.65799256506
Vasanthpura,3 BHK,995.0,2.0,2.0,34.82,3,34994.97487437186
Electronic City,2 BHK,1096.0,2.0,2.0,40.55,2,36998.17518248176
Horamavu Agara,2 BHK,1107.83,2.0,1.0,41.51,2,37469.64787016059
8th Phase JP Nagar,3 BHK,1431.5,3.0,0.0,72.02,3,50310.86273140063
Whitefield,2 BHK,1320.0,2.0,1.0,99.26,2,75196.9696969697
GM Palaya,3 BHK,1315.0,2.0,2.0,65.0,3,49429.65779467681
VGP Layout,2 BHK,1000.0,2.0,1.0,44.0,2,44000.0
Hosakerehalli,3 BHK,1596.0,3.0,3.0,79.8,3,50000.0
Old Madras Road,3 BHK,1350.0,3.0,2.0,47.25,3,35000.0
"TR Mill Road, Chamarajpet",2 BHK,1175.0,2.0,2.0,79.0,2,67234.0425531915
Talaghattapura,2 BHK,921.0,2.0,1.0,29.47,2,31997.82844733985
Sultan Palaya,3 BHK,1713.0,3.0,3.0,125.0,3,72971.39521307648
Ittamadu,2 BHK,1200.0,2.0,0.0,43.0,2,35833.333333333336
8th Phase JP Nagar,3 Bedroom,1900.0,4.0,1.0,90.0,3,47368.42105263158
Kudlu Gate,3 BHK,1664.0,3.0,2.0,68.0,3,40865.38461538462
Binny Pete,3 BHK,1795.0,3.0,2.0,139.0,3,77437.32590529248
Hoodi,2 BHK,1240.0,2.0,3.0,65.0,2,52419.35483870968
Electronics City Phase 1,2 BHK,1200.0,2.0,2.0,59.76,2,49800.0
Ganga Nagar,2 BHK,1112.0,2.0,3.0,68.0,2,61151.07913669065
Mahadevpura,2 BHK,1136.0,2.0,3.0,64.5,2,56778.16901408451
Jigani,2 BHK,914.0,2.0,2.0,55.0,2,60175.05470459518
Poorna Pragna Layout,3 BHK,1270.0,2.0,1.0,50.79,3,39992.12598425197
Rachenahalli,2 BHK,1050.0,2.0,2.0,47.25,2,45000.0
Marathahalli,3 BHK,1385.0,2.0,2.0,68.5,3,49458.48375451264
Medahalli,2 BHK,990.0,2.0,3.0,35.0,2,35353.53535353536
Yelahanka,2 BHK,845.0,2.0,2.0,43.0,2,50887.57396449704
Whitefield,2 BHK,1485.0,2.0,1.0,96.51,2,64989.89898989899
Kanakapura,3 BHK,1460.0,2.0,3.0,43.79,3,29993.15068493151
Thanisandra,2 BHK,1450.0,2.0,1.0,57.0,2,39310.34482758621
HSR Layout,3 BHK,1360.0,2.0,1.0,53.0,3,38970.58823529412
Singasandra,2 BHK,1375.0,2.0,3.0,58.0,2,42181.81818181818
Uttarahalli,2 BHK,1125.0,2.0,1.0,48.0,2,42666.66666666666
7th Phase JP Nagar,3 BHK,1460.0,2.0,2.0,100.0,3,68493.1506849315
Green View Layout,2 BHK,1107.0,2.0,2.0,40.0,2,36133.694670280034
Maruthi Nagar,2 BHK,1158.0,2.0,3.0,75.0,2,64766.83937823834
Yelachenahalli,2 BHK,800.0,1.0,1.0,30.0,2,37500.0
Bhoganhalli,3 BHK,1760.0,3.0,2.0,128.0,3,72727.27272727272
TC Palaya,3 Bedroom,1350.0,3.0,1.0,60.0,3,44444.444444444445
Huskur,2 BHK,1125.0,2.0,1.0,32.49,2,28880.000000000004
BTM Layout,3 BHK,1600.0,3.0,2.0,112.0,3,70000.0
Ramesh Nagar,2 BHK,1200.0,2.0,0.0,90.0,2,75000.0
Whitefield,3 BHK,1755.0,3.0,3.0,101.0,3,57549.85754985755
Hulimavu,2 BHK,1200.0,2.0,1.0,50.0,2,41666.66666666666
BEML Layout,2 BHK,1200.0,2.0,2.0,67.0,2,55833.333333333336
Chokkanahalli,2 BHK,1266.67,2.0,0.0,69.0,2,54473.540859103
Kariyammana Agrahara,3 BHK,1800.0,3.0,2.0,90.0,3,50000.0
2nd Phase Judicial Layout,3 BHK,1300.0,3.0,2.0,64.0,3,49230.769230769234
Mysore Road,2 BHK,1029.5,2.0,0.0,50.855,2,49397.7659057795
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,2.0,40.0,2,35460.99290780142
Panathur,2 BHK,1210.0,2.0,1.0,80.0,2,66115.70247933884
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,2.0,39.0,2,33883.57949609036
HOSUR MAIN ROAD,3 BHK,1464.0,3.0,2.0,56.0,3,38251.366120218576
Electronic City,2 BHK,1017.0,2.0,2.0,27.0,2,26548.67256637168
Sarjapur  Road,2 BHK,920.0,2.0,1.0,40.0,2,43478.260869565216
Munnekollal,3 BHK,1750.0,3.0,3.0,86.5,3,49428.57142857143
Dasanapura,2 BHK,1163.0,2.0,1.0,65.0,2,55889.93981083405
7th Phase JP Nagar,3 BHK,1650.0,3.0,3.0,110.0,3,66666.66666666667
Kundalahalli Colony,3 BHK,1800.0,3.0,3.0,95.0,3,52777.77777777778
CV Raman Nagar,2 BHK,1100.0,2.0,1.0,58.0,2,52727.27272727273
R.T. Nagar,2 BHK,1200.0,2.0,2.0,60.0,2,50000.0
Ganga Nagar,3 BHK,1410.0,3.0,2.0,65.0,3,46099.29078014184
Begur Road,2 BHK,1200.0,2.0,2.0,45.6,2,38000.0
